region,offence,year,crimes.number,erp,crime.rate
Far West,Disorderly conduct,2008,242,22714,1065
Far West,Drug offences,2008,150,22714,660
Far West,Homicide,2008,2,22714,9
Far West,"Intimidation, stalking and harassment",2008,125,22714,550
Far West,Liquor offences,2008,125,22714,550
Far West,Malicious damage to property,2008,613,22714,2699
Far West,Other offences,2008,86,22714,379
Far West,Other offences against the person,2008,6,22714,26
Far West,Pornography offences,2008,0,22714,0
Far West,Prohibited and regulated weapons offences,2008,37,22714,163
Far West,Prostitution offences,2008,0,22714,0
Far West,Robbery,2008,3,22714,13
Far West,Sexual offences,2008,54,22714,238
Far West,Theft,2008,1161,22714,5111
Far West,Transport regulatory offences,2008,1,22714,4
Greater Metropolitan Sydney,Abduction and kidnapping,2008,251,3914577,6
Greater Metropolitan Sydney,Against justice procedures,2008,23370,3914577,597
Greater Metropolitan Sydney,Arson,2008,3283,3914577,84
Greater Metropolitan Sydney,Assault,2008,34793,3914577,889
Greater Metropolitan Sydney,Betting and gaming offences,2008,170,3914577,4
Greater Metropolitan Sydney,Blackmail and extortion,2008,73,3914577,2
Greater Metropolitan Sydney,Disorderly conduct,2008,9942,3914577,254
Greater Metropolitan Sydney,Drug offences,2008,13706,3914577,350
Greater Metropolitan Sydney,Homicide,2008,77,3914577,2
Greater Metropolitan Sydney,"Intimidation, stalking and harassment",2008,12897,3914577,329
Greater Metropolitan Sydney,Liquor offences,2008,7676,3914577,196
Greater Metropolitan Sydney,Malicious damage to property,2008,51173,3914577,1307
Greater Metropolitan Sydney,Other offences,2008,7135,3914577,182
Greater Metropolitan Sydney,Other offences against the person,2008,697,3914577,18
Greater Metropolitan Sydney,Pornography offences,2008,95,3914577,2
Greater Metropolitan Sydney,Prohibited and regulated weapons offences,2008,4163,3914577,106
Greater Metropolitan Sydney,Prostitution offences,2008,117,3914577,3
Greater Metropolitan Sydney,Robbery,2008,5439,3914577,139
Greater Metropolitan Sydney,Sexual offences,2008,4050,3914577,103
Greater Metropolitan Sydney,Theft,2008,164859,3914577,4211
Greater Metropolitan Sydney,Transport regulatory offences,2008,29553,3914577,755
Hunter,Abduction and kidnapping,2008,43,582388,7
Hunter,Against justice procedures,2008,3019,582388,518
Hunter,Arson,2008,989,582388,170
Hunter,Assault,2008,6261,582388,1075
Hunter,Betting and gaming offences,2008,17,582388,3
Hunter,Blackmail and extortion,2008,0,582388,0
Hunter,Disorderly conduct,2008,1876,582388,322
Hunter,Drug offences,2008,1517,582388,260
Hunter,Homicide,2008,11,582388,2
Hunter,"Intimidation, stalking and harassment",2008,2043,582388,351
Hunter,Liquor offences,2008,851,582388,146
Hunter,Malicious damage to property,2008,11531,582388,1980
Hunter,Other offences,2008,898,582388,154
Hunter,Other offences against the person,2008,106,582388,18
Hunter,Pornography offences,2008,23,582388,4
Hunter,Prohibited and regulated weapons offences,2008,646,582388,111
Hunter,Prostitution offences,2008,4,582388,1
Hunter,Robbery,2008,336,582388,58
Hunter,Sexual offences,2008,973,582388,167
Hunter,Theft,2008,27174,582388,4666
Hunter,Transport regulatory offences,2008,2855,582388,490
Illawarra,Abduction and kidnapping,2008,16,416216,4
Illawarra,Against justice procedures,2008,3696,416216,888
Illawarra,Arson,2008,507,416216,122
Illawarra,Assault,2008,4336,416216,1042
Illawarra,Betting and gaming offences,2008,12,416216,3
Illawarra,Blackmail and extortion,2008,0,416216,0
Illawarra,Disorderly conduct,2008,1359,416216,327
Illawarra,Drug offences,2008,1301,416216,313
Illawarra,Homicide,2008,4,416216,1
Illawarra,"Intimidation, stalking and harassment",2008,1751,416216,421
Illawarra,Liquor offences,2008,1186,416216,285
Illawarra,Malicious damage to property,2008,7252,416216,1742
Illawarra,Other offences,2008,810,416216,195
Illawarra,Other offences against the person,2008,82,416216,20
Illawarra,Pornography offences,2008,13,416216,3
Illawarra,Prohibited and regulated weapons offences,2008,539,416216,130
Illawarra,Prostitution offences,2008,20,416216,5
Illawarra,Robbery,2008,211,416216,51
Illawarra,Sexual offences,2008,539,416216,130
Illawarra,Theft,2008,15027,416216,3610
Illawarra,Transport regulatory offences,2008,5054,416216,1214
Mid North Coast,Abduction and kidnapping,2008,13,336924,4
Mid North Coast,Against justice procedures,2008,2248,336924,667
Mid North Coast,Arson,2008,398,336924,118
Mid North Coast,Assault,2008,4112,336924,1220
Mid North Coast,Betting and gaming offences,2008,4,336924,1
Mid North Coast,Blackmail and extortion,2008,1,336924,0
Mid North Coast,Disorderly conduct,2008,2072,336924,615
Mid North Coast,Drug offences,2008,1471,336924,437
Mid North Coast,Homicide,2008,12,336924,4
Mid North Coast,"Intimidation, stalking and harassment",2008,1515,336924,450
Mid North Coast,Liquor offences,2008,1380,336924,410
Mid North Coast,Malicious damage to property,2008,5697,336924,1691
Mid North Coast,Other offences,2008,1032,336924,306
Mid North Coast,Other offences against the person,2008,90,336924,27
Mid North Coast,Pornography offences,2008,5,336924,1
Mid North Coast,Prohibited and regulated weapons offences,2008,482,336924,143
Mid North Coast,Prostitution offences,2008,2,336924,1
Mid North Coast,Robbery,2008,117,336924,35
Mid North Coast,Sexual offences,2008,576,336924,171
Mid North Coast,Theft,2008,12651,336924,3755
Mid North Coast,Transport regulatory offences,2008,49,336924,15
Murray,Abduction and kidnapping,2008,3,108879,3
Murray,Against justice procedures,2008,637,108879,585
Murray,Arson,2008,157,108879,144
Murray,Assault,2008,1232,108879,1132
Murray,Betting and gaming offences,2008,13,108879,12
Murray,Blackmail and extortion,2008,0,108879,0
Murray,Disorderly conduct,2008,792,108879,727
Murray,Drug offences,2008,537,108879,493
Murray,Homicide,2008,0,108879,0
Murray,"Intimidation, stalking and harassment",2008,462,108879,424
Murray,Liquor offences,2008,517,108879,475
Murray,Malicious damage to property,2008,2175,108879,1998
Murray,Other offences,2008,445,108879,409
Murray,Other offences against the person,2008,20,108879,18
Murray,Pornography offences,2008,1,108879,1
Murray,Prohibited and regulated weapons offences,2008,248,108879,228
Murray,Prostitution offences,2008,1,108879,1
Murray,Robbery,2008,39,108879,36
Murray,Sexual offences,2008,215,108879,197
Murray,Theft,2008,5002,108879,4594
Murray,Transport regulatory offences,2008,6,108879,6
Murrumbidgee,Abduction and kidnapping,2008,7,143208,5
Murrumbidgee,Against justice procedures,2008,1024,143208,715
Murrumbidgee,Arson,2008,176,143208,123
Murrumbidgee,Assault,2008,1788,143208,1249
Murrumbidgee,Betting and gaming offences,2008,47,143208,33
Murrumbidgee,Blackmail and extortion,2008,1,143208,1
Murrumbidgee,Disorderly conduct,2008,1169,143208,816
Murrumbidgee,Drug offences,2008,587,143208,410
Murrumbidgee,Homicide,2008,0,143208,0
Murrumbidgee,"Intimidation, stalking and harassment",2008,772,143208,539
Murrumbidgee,Liquor offences,2008,1288,143208,899
Murrumbidgee,Malicious damage to property,2008,3107,143208,2170
Murrumbidgee,Other offences,2008,547,143208,382
Murrumbidgee,Other offences against the person,2008,50,143208,35
Murrumbidgee,Pornography offences,2008,5,143208,3
Murrumbidgee,Prohibited and regulated weapons offences,2008,305,143208,213
Murrumbidgee,Prostitution offences,2008,0,143208,0
Murrumbidgee,Robbery,2008,35,143208,24
Murrumbidgee,Sexual offences,2008,281,143208,196
Murrumbidgee,Theft,2008,5953,143208,4157
Murrumbidgee,Transport regulatory offences,2008,17,143208,12
North Western,Abduction and kidnapping,2008,7,95846,7
North Western,Against justice procedures,2008,1399,95846,1460
North Western,Arson,2008,262,95846,273
North Western,Assault,2008,2174,95846,2268
North Western,Betting and gaming offences,2008,3,95846,3
North Western,Blackmail and extortion,2008,1,95846,1
North Western,Disorderly conduct,2008,1192,95846,1244
North Western,Drug offences,2008,453,95846,473
North Western,Homicide,2008,3,95846,3
North Western,"Intimidation, stalking and harassment",2008,765,95846,798
North Western,Liquor offences,2008,896,95846,935
North Western,Malicious damage to property,2008,2924,95846,3051
North Western,Other offences,2008,591,95846,617
North Western,Other offences against the person,2008,59,95846,62
North Western,Pornography offences,2008,5,95846,5
North Western,Prohibited and regulated weapons offences,2008,276,95846,288
North Western,Prostitution offences,2008,0,95846,0
North Western,Robbery,2008,35,95846,37
North Western,Sexual offences,2008,270,95846,282
North Western,Theft,2008,4935,95846,5149
North Western,Transport regulatory offences,2008,4,95846,4
Northern,Abduction and kidnapping,2008,5,178347,3
Northern,Against justice procedures,2008,1914,178347,1073
Northern,Arson,2008,311,178347,174
Northern,Assault,2008,2885,178347,1618
Northern,Betting and gaming offences,2008,0,178347,0
Northern,Blackmail and extortion,2008,0,178347,0
Northern,Disorderly conduct,2008,1650,178347,925
Northern,Drug offences,2008,806,178347,452
Northern,Homicide,2008,5,178347,3
Northern,"Intimidation, stalking and harassment",2008,1076,178347,603
Northern,Liquor offences,2008,596,178347,334
Northern,Malicious damage to property,2008,3978,178347,2230
Northern,Other offences,2008,789,178347,442
Northern,Other offences against the person,2008,62,178347,35
Northern,Pornography offences,2008,7,178347,4
Northern,Prohibited and regulated weapons offences,2008,418,178347,234
Northern,Prostitution offences,2008,0,178347,0
Northern,Robbery,2008,61,178347,34
Northern,Sexual offences,2008,431,178347,242
Northern,Theft,2008,7356,178347,4125
Northern,Transport regulatory offences,2008,22,178347,12
Richmond Tweed,Abduction and kidnapping,2008,15,230740,7
Richmond Tweed,Against justice procedures,2008,1705,230740,739
Richmond Tweed,Arson,2008,221,230740,96
Richmond Tweed,Assault,2008,2830,230740,1226
Richmond Tweed,Betting and gaming offences,2008,3,230740,1
Richmond Tweed,Blackmail and extortion,2008,1,230740,0
Richmond Tweed,Disorderly conduct,2008,1477,230740,640
Richmond Tweed,Drug offences,2008,1659,230740,719
Richmond Tweed,Homicide,2008,7,230740,3
Richmond Tweed,"Intimidation, stalking and harassment",2008,858,230740,372
Richmond Tweed,Liquor offences,2008,814,230740,353
Richmond Tweed,Malicious damage to property,2008,3851,230740,1669
Richmond Tweed,Other offences,2008,740,230740,321
Richmond Tweed,Other offences against the person,2008,53,230740,23
Richmond Tweed,Pornography offences,2008,8,230740,3
Richmond Tweed,Prohibited and regulated weapons offences,2008,285,230740,124
Richmond Tweed,Prostitution offences,2008,0,230740,0
Richmond Tweed,Robbery,2008,107,230740,46
Richmond Tweed,Sexual offences,2008,456,230740,198
Richmond Tweed,Theft,2008,8932,230740,3871
Richmond Tweed,Transport regulatory offences,2008,13,230740,6
Southeastern,Abduction and kidnapping,2008,7,222620,3
Southeastern,Against justice procedures,2008,1255,222620,564
Southeastern,Arson,2008,145,222620,65
Southeastern,Assault,2008,2228,222620,1001
Southeastern,Betting and gaming offences,2008,18,222620,8
Southeastern,Blackmail and extortion,2008,1,222620,0
Southeastern,Disorderly conduct,2008,1448,222620,650
Southeastern,Drug offences,2008,1030,222620,463
Southeastern,Homicide,2008,11,222620,5
Southeastern,"Intimidation, stalking and harassment",2008,907,222620,407
Southeastern,Liquor offences,2008,1110,222620,499
Southeastern,Malicious damage to property,2008,3417,222620,1535
Southeastern,Other offences,2008,927,222620,416
Southeastern,Other offences against the person,2008,68,222620,31
Southeastern,Pornography offences,2008,10,222620,4
Southeastern,Prohibited and regulated weapons offences,2008,448,222620,201
Southeastern,Prostitution offences,2008,2,222620,1
Southeastern,Robbery,2008,33,222620,15
Southeastern,Sexual offences,2008,389,222620,175
Southeastern,Theft,2008,6603,222620,2966
Southeastern,Transport regulatory offences,2008,19,222620,9
Sydney Surrounds,Abduction and kidnapping,2008,26,494907,5
Sydney Surrounds,Against justice procedures,2008,2239,494907,452
Sydney Surrounds,Arson,2008,545,494907,110
Sydney Surrounds,Assault,2008,4677,494907,945
Sydney Surrounds,Betting and gaming offences,2008,10,494907,2
Sydney Surrounds,Blackmail and extortion,2008,6,494907,1
Sydney Surrounds,Disorderly conduct,2008,1532,494907,310
Sydney Surrounds,Drug offences,2008,914,494907,185
Sydney Surrounds,Homicide,2008,7,494907,1
Sydney Surrounds,"Intimidation, stalking and harassment",2008,2026,494907,409
Sydney Surrounds,Liquor offences,2008,879,494907,178
Sydney Surrounds,Malicious damage to property,2008,9007,494907,1820
Sydney Surrounds,Other offences,2008,922,494907,186
Sydney Surrounds,Other offences against the person,2008,103,494907,21
Sydney Surrounds,Pornography offences,2008,18,494907,4
Sydney Surrounds,Prohibited and regulated weapons offences,2008,412,494907,83
Sydney Surrounds,Prostitution offences,2008,0,494907,0
Sydney Surrounds,Robbery,2008,216,494907,44
Sydney Surrounds,Sexual offences,2008,694,494907,140
Sydney Surrounds,Theft,2008,16657,494907,3366
Sydney Surrounds,Transport regulatory offences,2008,1890,494907,382
Central West,Abduction and kidnapping,2009,4,198448,2
Central West,Against justice procedures,2009,1792,198448,903
Central West,Arson,2009,242,198448,122
Central West,Assault,2009,2795,198448,1408
Central West,Betting and gaming offences,2009,7,198448,4
Central West,Blackmail and extortion,2009,1,198448,1
Central West,Disorderly conduct,2009,1505,198448,758
Central West,Drug offences,2009,855,198448,431
Central West,Homicide,2009,5,198448,3
Central West,"Intimidation, stalking and harassment",2009,1253,198448,631
Central West,Liquor offences,2009,792,198448,399
Central West,Malicious damage to property,2009,4412,198448,2223
Central West,Other offences,2009,637,198448,321
Central West,Other offences against the person,2009,57,198448,29
Central West,Pornography offences,2009,13,198448,7
Central West,Prohibited and regulated weapons offences,2009,375,198448,189
Central West,Prostitution offences,2009,1,198448,1
Central West,Robbery,2009,58,198448,29
Central West,Sexual offences,2009,395,198448,199
Central West,Theft,2009,7237,198448,3647
Central West,Transport regulatory offences,2009,24,198448,12
Far West,Abduction and kidnapping,2009,4,22557,18
Far West,Against justice procedures,2009,354,22557,1569
Far West,Arson,2009,23,22557,102
Far West,Assault,2009,533,22557,2363
Far West,Betting and gaming offences,2009,0,22557,0
Far West,Blackmail and extortion,2009,0,22557,0
Far West,Disorderly conduct,2009,229,22557,1015
Far West,Drug offences,2009,89,22557,395
Far West,Homicide,2009,0,22557,0
Far West,"Intimidation, stalking and harassment",2009,159,22557,705
